#Exported from mctoolsr
"#OTU ID"	"Anaxyrus.boreas.Tadpole.6.BTP.188Body.swab"	"Anaxyrus.boreas.Adult.Male.BTP.182Skin.2"	"Anaxyrus.boreas.Adult.Male.BTP.228Skin"	"Anaxyrus.boreas.Camo.Metamorph.2.BTP.206Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.264Body.swab"	"Anaxyrus.boreas.NA.BTP.24Skin"	"Anaxyrus.boreas.Juvenile.BTP.73BD.swab"	"Anaxyrus.boreas.Adult.Male.BTP.181Skin.1"	"Anaxyrus.boreas.Metamorph.BTP.233Skin"	"Anaxyrus.boreas.Black.Metamorph.7.BTP.201Body.swab"	"Anaxyrus.boreas.Subadult.BTP.34Skin"	"Anaxyrus.boreas.Eggs.BTP.65Egg.swab"	"Anaxyrus.boreas.Metamorph.BTP.232Skin"	"Anaxyrus.boreas.NA.BTP.20Skin"	"Anaxyrus.boreas.Tadpole.BTP.111Body.swab"	"Anaxyrus.boreas.NA.BTP.12Skin"	"Anaxyrus.boreas.Subadult.BTP.36.2Skin"	"Anaxyrus.boreas.Tadpole.BTP.116Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.171Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.248Body.swab"	"Anaxyrus.boreas.Egg.BTP.44Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.88Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.81Body.swab"	"Anaxyrus.boreas.NA.BTP.26Skin"	"Anaxyrus.boreas.Camo.Metamorph.6.BTP.210Body.swab"	"Anaxyrus.boreas.Adult.Female.BTP.153Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.117Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.134Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.127Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.83Body.swab"	"Anaxyrus.boreas.Camo.Metamorph.10.BTP.214Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.101Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.84Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.112Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.114Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.260Body.swab"	"Anaxyrus.boreas.Juvenile.BTP.74Skin"	"Anaxyrus.boreas.Adult.BTP.10Skin"	"Anaxyrus.boreas.Adult.Male.BTP.140Side.2"	"Anaxyrus.boreas.Tadpole.BTP.128Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.129Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.113Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.108Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.229Skin"	"Anaxyrus.boreas.NA.BTP.22Skin"	"Anaxyrus.boreas.Black.Metamorph.3.BTP.197Body.swab"	"Anaxyrus.boreas.Egg.BTP.4Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.156Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.167Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.250Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.143Body.swab"	"Anaxyrus.boreas.Egg.BTP.43Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.103Body.swab"	"Anaxyrus.boreas.Egg.BTP.46Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.89Body.swab"	"Anaxyrus.boreas.Camo.Metamorph.3.BTP.207Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.52Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.147Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.230Skin"	"Anaxyrus.boreas.Tadpole.BTP.106Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.238Skin"	"Anaxyrus.boreas.Tadpole.BTP.90Body.swab"	"Anaxyrus.boreas.Camo.Metamorph.5.BTP.209Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.130Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.263Body.swab"	"Anaxyrus.boreas.Tadpole.2.BTP.184Body.swab"	"Anaxyrus.boreas.Adult.BTP.6Skin"	"Anaxyrus.boreas.NA.BTP.16Skin"	"Anaxyrus.boreas.Tadpole.BTP.148Body.swab"	"Anaxyrus.boreas.NA.BTP.18Skin"	"Anaxyrus.boreas.Tadpole.BTP.82Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.51Body.swab"	"Anaxyrus.boreas.Black.Metamorph.9.BTP.203Body.swab"	"Anaxyrus.boreas.NA.BTP.14Skin"	"Anaxyrus.boreas.Black.Metamorph.1.BTP.195Body.swab"	"Anaxyrus.boreas.Egg.BTP.45Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.80Body.swab"	"Anaxyrus.boreas.Black.Metamorph.4.BTP.198Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.241Skin"	"Anaxyrus.boreas.Tadpole.BTP.174Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.107Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.102Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.133Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.124Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.97Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.162Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.126Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.239Skin"	"Anaxyrus.boreas.Tadpole.BTP.72.1Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.96Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.168Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.149Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.150Body.swab"	"Anaxyrus.boreas.Tadpole.9.BTP.191Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.160Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.105Body.swab"	"Anaxyrus.boreas.Tadpole.3.BTP.185Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.109Body.swab"	"Anaxyrus.boreas.Eggs.BTP.63Egg.swab"	"Anaxyrus.boreas.Black.Metamorph.10.BTP.204Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.231Skin"	"Anaxyrus.boreas.Egg.BTP.1Egg.swab"	"Anaxyrus.boreas.Adult.BTP.8Skin"	"Anaxyrus.boreas.Black.Metamorph.8.BTP.202Body.swab"	"Anaxyrus.boreas.Tadpole.1.BTP.183Body.swab"	"Anaxyrus.boreas.Lake.water.BTP.10.3Skin"	"Anaxyrus.boreas.Tadpole.BTP.125Body.swab"	"Anaxyrus.boreas.Camo.Metamorph.4.BTP.208Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.173Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.100Body.swab"	"Anaxyrus.boreas.Egg.BTP.3Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.85Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.118Body.swab"	"Anaxyrus.boreas.Black.Metamorph.2.BTP.196Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.152Body.swab"	"Anaxyrus.boreas.Subadult.BTP.36Skin"	"Anaxyrus.boreas.Tadpole.BTP.163Body.swab"	"Anaxyrus.boreas.Black.Metamorph.6.BTP.200Body.swab"	"Anaxyrus.boreas.Eggs.BTP.64Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.132Body.swab"	"Anaxyrus.boreas.Tadpole.10.BTP.192Body.swab"	"Anaxyrus.boreas.Eggs.BTP.61Egg.swab"	"Anaxyrus.boreas.Eggs.BTP.62Egg.swab"	"Anaxyrus.boreas.Tadpole.7.BTP.189Body.swab"	"taxonomy"
"OTU_1892"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; NA; NA; NA"
"OTU_1721"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; NA; NA; NA; NA"
"OTU_602"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae; g__unidentified; s__unidentified"
"OTU_1663"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; NA; NA; NA; NA; NA"
"OTU_2063"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; NA; NA"
"OTU_1258"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis; s__Coprinopsis_vermiculifer"
"OTU_2690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__unidentified; g__unidentified; s__unidentified"
"OTU_1890"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; NA; NA; NA"
"OTU_1719"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Dimorphospora; s__unidentified"
"OTU_3993"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__unidentified; g__unidentified; s__unidentified"
"OTU_1665"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__unidentified; s__unidentified"
"OTU_6250"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; NA; NA; NA; NA; NA"
"OTU_4661"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Chaetocladiaceae; g__Chaetocladium; s__Chaetocladium_jonesii"
"OTU_2933"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	"k__Fungi; NA; NA; NA; NA; NA; NA"
"OTU_776"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Omphalotaceae; g__Marasmiellus; s__Marasmiellus_paspali"
"OTU_2041"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Juncaceicola; s__Juncaceicola_alpina"
"OTU_1477"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; s__Clavulinopsis_laeticolor"
"OTU_3044"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; NA; NA; NA; NA; NA; NA"
"OTU_2257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Dissoconiaceae; g__Uwebraunia; s__Uwebraunia_musae"
"OTU_2949"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; NA; NA; NA"
"OTU_958"	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; NA"
"OTU_1909"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Minutisphaerales; f__Minutisphaeraceae; g__Minutisphaera; s__Minutisphaera_parafimbriatispora"
"OTU_2186"	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Chalara; s__Chalara_piceae-abietis"
"OTU_1875"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; NA; NA; NA"
"OTU_2951"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; NA; NA"
"OTU_2899"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; NA; NA"
"OTU_2981"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Pseudaleuria; s__unidentified"
"OTU_2303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; NA; NA; NA"
"OTU_5929"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Valsaceae; NA; NA"
"OTU_1757"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Phanerochaete; NA"
"OTU_1570"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Periconiaceae; g__Periconia; s__Periconia_homothallica"
"OTU_2472"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Rhizaria; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
